PPN; Jahr; Titel; Publisher
PPN337691172X; 1899; 欽定大清會典事例 卷1111 至 卷1140; none
PPN3376911738; 1899; 欽定大清會典事例 卷1141 至 卷1169; none
PPN3376911746; 1899; 欽定大清會典事例 卷1181 至 卷1201; none
PPN3376911754; 1899; 欽定大清會典事例 卷1202 至 卷1220; none
PPN3376912009; 1800; 地藏菩薩本願經 卷上; none
PPN620028874; 18XX; Kitāb al-aqṭāb; none
PPN621202207; 1928; Heldenepos in Gorani; none
PPN62122524X; 1303; Dīwān; none
PPN621232289; 19XX; Dīwān; none
PPN621239399; 19XX; Dīwān; none
PPN621240362; 19XX; Dīwān; none
PPN622375423; 1928; Heldenepos in Gorani; none
PPN622389777; 1832; Ḫamsa; none
PPN625957768; 17XX; Syrische Sammelhandschrift; none
PPN627010946; 1496; Gebetsammlungen von Elias, Bischof  von Nisibis (Abu-Ḥalīm); none
PPN627706193; 14XX; Siddur; none
PPN627744990; 17XX; Medizinische Sammelhandschrift; none
PPN630866783; 1300; Psalmi <äthiop.>; none
PPN635595443; 1337; Maṯnawī; none
PPN635646102; 1637; Masāʾil; none
PPN635646161; 1700; K. naqala min K. al-qānūn; none
PPN63590473X; 14XX; Medizinische Sammelhandschrift; none
PPN641060203; 1440; Maḫzan; none
PPN641062826; 03XX; Proverbia; none
PPN641063156; 03XX; Epistola; none
PPN642383472; 1604; Psalter; none
PPN644652233; 1882; Hexaëmeron; none
PPN644653264; 16XX; Hexaëmeron; none
PPN646146610; 1673; Kitāb at-Tabṣira fī ʿilm al-ḥisāb; none
PPN64614944X; 1442; Taʽdīl al-ʽulūm; none
PPN646156837; 1616; Šarḥ taḥrīr al-Maǧisṭī; none
PPN646157582; 1233; Kitāb ṣuwar al-kawākib; none
PPN646157701; 1591; Ḥāšīyat Mullā ʽAlī Barǧandī bar Šarḥ Čaġmīnī Qāḍīzāda Rūmī; none
PPN646159054; 1494; Ḥāšiyat Maǧisṭī; none
PPN646159240; 1834; Qānūn Masʽūdī fī 'l-haiʾa wa-'n-nuǧūm; none
PPN646180843; 1494; Kitāb al-Mubāḥiṯ al-mašriqīya; none
PPN646182242; 1591; an-Naṣīḥa al-īmānīya fī faḍīḥat al-milla an-naṣrānīya; none
PPN64618248X; 1358; al-Ḥawāšī ʽalā šarḥ al-Išārāt li-'l-maulā Naṣīr ad-Dīn aṭ-Ṭūsī; none
PPN646182684; 1300; Safar fīhi Muqaddamāt al-manṭiq; none
PPN646183214; 1688; Šarḥ Ḥikmat al-ʿain; none
PPN646183494; 1389; Muḥākamāt baina Naṣīr-ad-Dīn wa-l-Faḫr ar-Rāzī; none
PPN646183893; 1430; at-Tafhīm lawāʾil ṣanāʽat at-tanǧīm; none
PPN64618489X; 1844; Šarḥ Hidāya li-Mullā Ṣadr; none
PPN646185071; 1699; al-Maʿūna fī ʿilm al-ḥisāb al-hawā'ī; none
PPN646190857; 1600; Risāla maʿmūla fī taḥqīq al-wuǧūd ʿalā maḏhab aṣ-ṣūfīya wa-l-mutakallimīn; none
PPN646194232; 1600; Šarḥ at-Taḏkira; none
PPN646199595; 1500; Arabische Sammelhandschrift; none
PPN646225529; 1768; Astronomisches Sammelwerk; none
PPN646227289; 1700; Arabische Sammelhandschrift; none
PPN646227513; 1339; Arabische Handschrift zur Astronomie; none
PPN646232010; 1700; Arabische Sammelhandschrift; none
PPN646232266; 1400; Arabische Sammelhandschrift; none
PPN646232541; 1737; al-Ǧaib li-daqīqa fa-daqīqa wa-ṯāniya fa-ṯāniya wa-yatbaʽuhu al-mail li-daqīqa fa-daqīqa wa-ṯāniya fa-ṯāniya min daqīq ḥisāb; none
PPN646232843; 1349; Astronomisches Werk; none
PPN646237772; 1436; Kitāb fīhi as-Samt; none
PPN646239597; 1688; Fī maʽrifa anna 'n-Nīl yazīdu au yanqaṣu min al-miʽtād; none
PPN646239880; 1711; Kitāb matn al-wasīla fī ʽilm al-ḥisāb; none
PPN646240137; 1785; Muḫtaṣar al-Bāriʽ fī 'l-falak wa-'ṭ-ṭawāliʽ; none
PPN646241672; 1850; Šarḥ al-lumʽa fī ḥall al-kawākib as-saiyāra as-sabʽa; none
PPN646241974; 1741; Muḫtaṣar fī ʿilm al-ḥisāb; none
PPN646242199; 1765; Risāla fī Masʾala min ʽilm al-ḥisāb; none
PPN646242709; 1494; Kitāb Aqlīdis; none
PPN64627984X; 1816; Wasīlat aṭ-Ṭullāb li-maʽrifat aʽmāl al-lail wa-n-nahār bi-ṭarīq al-ḥisāb; none
PPN646281062; 1203; Kitāb Ṣuwar al-kawākib; none
PPN646419277; 1230; al-Masāʾil fī 'l-ḫilāf baina 'l-Baṣrīyīn wa-'l-Baġdādīyīn; none
PPN646419404; 1600; Ḥāšīya aš-Šaiḫ ʿAbd-ar-Raḥmān al-Hindī; none
PPN646420828; 1663; Arabische Sammelhandschrift; none
PPN646420968; 1300; Arabische Handschrift zur Metaphysik; none
PPN646421174; 1600; Arabische Sammelhandschrift; none
PPN646421301; 1700; Arabische Sammelhandschrift; none
PPN646421425; 1656; at-Tahḏīb fī ʿilm al-manṭiq; none
PPN646421662; 1400; Kaifīya kašf al-aḥkām wa-ṣ-ṣifāt ʿan ḫaṣāʾiṣ al-muʾaṯṯirāt; none
PPN646421875; 1700; Arabische Sammelhandschrift; none
PPN646422014; 1271; al-Muḥīt bi-t-taklīf; none
PPN646422162; 1734; Muḫtaṣar al-Hindī fī ʿilm al-ḥisāb; none
PPN646422332; 1663; Īḍāḥ sabīl al-wuṣūl ilā maʿnā ḏawī al-ʿuqūl fī maʿrifat qawāʿid al-uṣūl; none
PPN646422448; 1700; Muḫtaṣar al-Hindī; none
PPN646422537; 1685; Ḥāšiya ʽalā matn Īsāġūǧī wa-šarḥuhu; none
PPN646422642; 1785; al-Ālī al-manṯūrāt ʽalā nuẓum al-muwaǧǧahāt; none
PPN646423371; 1737; Šarḥ aš-Šawāhid; none
PPN646426702; 1682; Risāla fī misāḥat al-qullatain; none
PPN646426915; 1785; Šarḥ ar-Risāla al-Kaffawīya li-'l-Qarah Ḥiṣārī; none
PPN646478109; 1785; Ḥāšiyat as-Sālīkūtī ʽalā taṣdīqāt šarḥ aš-šamsīya li-'l-Quṭb; none
PPN646478915; 1685; Šarḥ Saʽd-ad-Dīn ʽalā 'š-Šamsīya fī 'l-manṭiq; none
PPN646611488; 1795; Ḥāšīya ʽalā matn as-Sullam; none
PPN646611593; 1785; Šarḥ al-Waladīya fī 'l-Ādāb al-baḥṯīya; none
PPN646611771; 1785; Rasāʾil aš-šaǧara al-ilāhīya fī ʿulūm al-ḥaqāʾiq ar-rabbānīya; none
PPN64661228X; 1772; Ṭaḥrīr al-qawāʾid al-manṭiqīya fī šarḥ ar-Risāla aš-Šamsīya; none
PPN646614266; 1445; Marzubān-nāma; none
PPN64661441X; 1492; ar-Risāla aš-Šamsīya fī-'l-manṭiq; none
PPN646614940; 1591; Ḥāšiyat al-Maṭāliʽ; none
PPN64661603X; 1687; Ḥāšiya ʽalā Ḥāšiyat al-Maṭāliʽ; none
PPN646616161; 1688; Šarḥ ar-risāla aš-Šamsīya fī 'l-manṭiq li-'l-Quṭb; none
PPN646842927; 1494; Wuṣūl an-Nuʽmānī fī šarḥ Fuṣūl al-Burhānī; none
PPN646859021; 1591; Ḥāšiya ʽalā Šarḥ Quṭb-ad-Dīn ʽalā 'š-šamsīya; none
PPN646864920; 1688; Kommentar zu einem philosophischen Werk; none
PPN646870025; 1591; Manẓūmat al-manṭiq; none
PPN646887483; 1818; Ḥāšīya ʿalā 't-Tahḏīb fī ʿilm al-manṭiq; none
PPN646888889; 1825; Ḥāšīya ʿalā šarḥ Quṭb-ad-Dīn ʿalā 'š-Šamsīya; none
PPN646897306; 1831; Išārāt ilā mafātīḥ al-aḥkām (Teil 1); none
PPN646898957; 1840; Išārāt ilā mafātīḥ al-aḥkām (Teil 2); none
PPN646903586; 1673; ʽUddat al-ḥāsib wa-ʽumdat al-muḥāsib; none
PPN647125420; 1825; Ḥāšiya ʿAbdallāh al-Yazdī ʿalā 't-Tahḏīb; none
PPN647147025; 1700; Arabische Sammelhandschrift; none
PPN647159015; 1300; Arabische Sammelhandschrift; none
PPN647173875; 1200; Šarḥ Kitāb al-Burhān li-Arisṭāṭālīs; none
PPN647186667; 1278; al-Mulaḫḫaṣ fī 'l-ḥikma wa-l-manṭiq; none
PPN647220032; 14XX; Psalter; none
PPN657048046; 16XX; Verteidigung des Christentums, speziell des Nestorianischen, gegenüber dem Islam; Gespräch zwischen Elias von Nisibis und dem Vezir Abulḳásim Elḥusainî; none
PPN662317793; 18XX; Mitteilungen über persönliche Erlebnisse, die erste Einführung der Amerikanischen Mission in Mosul, den Streit mit dem Matran Behnan von Mosul, den Übertritt des Schreibers zum Protestantismus und damit zusammenhängende Dinge; none
PPN662319249; 1800; Zauberformeln; none
PPN662349172; 15XX; Liturgisches Werk. Thesaurus für das ganze Jahr nach dem Gebrauch des Oberen Klosters des Mâr Gabriel in Mosul; none
PPN663585279; 15XX; Uttarajjhāyā mit Avacūrī; none
PPN66400010X; 1241; Evangeliarium nach der Ḥarḳlensis, zum Teil auch nach der Peshiṭtá; none
PPN664001289; 1280; Anaphora; none
PPN666097216; 1200; Bibel mit Masora und Targum; none
PPN666097267; 13XX; Tora-Rolle (Ms Erfurt 7); none
PPN666097291; 13XX; Tora-Rolle (Ms Erfurt 8); none
PPN66609733X; 13XX; Tora-Rolle; none
PPN666097542; 1200; Rashi-Kommentare zu Tora, Psalmen und Propheten; none
PPN666165718; 1343; Bibel mit aramäischer Übersetzung (Targum) Ms Erfurt 1, Band 2; none
PPN668064307; 1840; Arabische Sammelhandschrift; none
PPN66854905X; 1769; Tājikālaṃkāra; none
PPN669225371; 1300; Arabische Sammelhandschrift; none
PPN670595624; 1233; Torah mit großer Masora; none
PPN67110750X; 15XX; Kurze, deutsche, fortlaufende Worterklärung zu biblischen Büchern in deutscher und hebräischer Sprache; none
PPN672756331; 1600; Arabische Gedichtsammlung; none
PPN682400300; 1535; Armenische Sammelhandschrift; none
PPN683565397; 1700; Tetraevangelium; none
PPN683565419; 1623; Evangelium mit Parallelen; none
PPN683928473; 1447; Hymnenbuch der armenischen Kirche (Šarakan); none
PPN683928481; 1337; Gesang- und Meßbuch; none
PPN683942883; 1657; Theologische Sammelhandschrift; none
PPN684269848; 1853; Die Handschriften-Verzeichnisse der Königlichen Bibliothek; Nicolai [u.a.]
PPN684346389; 1700; Zwei Texte zur Glaubenslehre (Sammelhandschrift); none
PPN684923882; 1881; Acta Sanctorum; none
PPN687672201; 1700; Anonymer Evangelienkommentar; none
PPN689264429; 1838; Erklärung der Messe; none
PPN689266340; 1800; Aufsätze; none
PPN715019155; 1698; Plakat; none
PPN715662325; 1800; Saṃbandhasiddhi; none
PPN715783947; 1400; Candelabrum sanctitatum de fundamentis ecclesiasticis; none
PPN716365065; 1695; Legenden; none
PPN716605120; 1800; Tezkire; none
PPN717412687; 1892; [Protokollbuch eines Kašgarer Gerichts]; none
PPN722058187; 1800; Arabische Sammelhandschrift; none
PPN722153295; 1200; Kommentar über Pentateuchus, Haftarot und Megilloth; none
PPN722928904; 1300; Tanakh; none
PPN72405586X; 1900; Geschichte der Karamanendynastie; none
PPN724274057; 0973; Stauros-Liturgie; none
PPN724278206; 1882; Durikjatha; none
PPN72427832X; 1882; Durikjatha; none
PPN724278729; 1730; Legenden; none
PPN724279954; 1700; Arabische Sammelhandschrift; none
PPN726662828; 1300; Sammelhandschrift medizinischen Inhalts; none
PPN729550249; 1600; Arabische Sammelhandschrift; none
PPN729554309; 1666; Dalāʾil al-Ḫairāt; none
PPN729580040; 1400; Kitāb aš-Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN729580415; 1837; Multaqā al-abḥur; none
PPN729902196; 15XX; Rauḍat aš-šuhadāʾ; none
PPN729902323; 18XX; Anwār-i Suhailī; none
PPN729902676; 14XX; Ḫamsa; none
PPN729903206; 16XX; Šahnāma; none
PPN729903311; 18XX; Dalāʾil al-Ḫairāt wa-šawāriq al-anwār fī ḏikr aṣ-ṣalāt ʽalā 'n-nabī al-muḫtār; none
PPN729903699; 15XX; Gulistān; none
PPN72990444X; 1500; K. Mastūğabat al-muḥāmid fī šarḥ Tarkīb ḫātim Abī-Ḥāmid al-Ġazzālī; none
PPN729905063; 1400; al-Kawākib ad-durrīya fī madḥ ḫair al-barīya [al-Burda]; none
PPN729905306; 1490; K. al- ʿUdda fī šarḥ al-Burda; none
PPN729906159; 1700; Maṭāliʿ al-masarrāt bi-ğalāʾ Dalāʾil al-Ḫairāt; none
PPN729906345; 1700; Kitāb aš- Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN729908526; 1800; Kitāb aš- Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN730121836; 0400; Syrische Sammelhandschrift u.a. Ecclesiastes-Kommentar von Theodor von Mopsuestia; none
PPN730219194; 1204; Evangelien nach der Peshitta; none
PPN730219755; 1100; Neues Testament nach der Peshitta - Nestorianischen Ursprungs; none
PPN730220818; 1734; Das Paradies Eden; none
PPN730222616; 1280; Sammlung von Anaphoren oder Canones missae; none
PPN730223124; 1280; Sammlung von Anaphoren oder Canones missae; none
PPN730224244; 1400; Bruchstück einer Sammlung kirchlicher Poesien für das ganze Jahr; none
PPN730225240; 1400; Sammlung von liturgischen Schriften, die zum größten Teil aus Gesängen bestehen; none
PPN730226565; 1863; Ktaba d-hakimuta; none
PPN730232867; 1856; Giʾagropya wa-kroniqon d-haqyat qadišta; w-ʾraze wa-mqudshe da-yhudaye; none
PPN730242404; 1847; Hyarna ba-mgaḥta d-sahdwata men ktabe qadiše; none
PPN730244229; 1850; Geographie von Palästina und Leben Christi; none
PPN730260216; 1664; Multaqā al-abḥur; none
PPN730260569; 1644; Multaqā al-abḥur; none
PPN730261190; 1800; Multaqā al-abḥur; none
PPN730263584; 1714; Multaqā al-abḥur; none
PPN730266729; 1800; Kitāb aš- Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN730325199; 1800; Phra-Malai; none
PPN730326861; 1800; Trai-phum; none
PPN730327833; 1800; Elefantentypologie; none
PPN730328716; 1800; Astrologie; none
PPN730549739; 1700; K. al- Mufrad fī ḏikr qirāʾāt Abī-ʿAmr Ibn-al-ʿAlāʾ; none
PPN730559017; 1779; Hibbat al-mannān fī šarḥ Durrat al-baiyān; none
PPN730559319; 1700; Arabische Sammelhandschrift; none
PPN730562689; 1434; Fukāhat al-Baṣar wa-'s-samʿ; none
PPN730572765; 1775; Kitāb aš-Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN73057363X; 1811; Multaqā al-abḥur; none
PPN730574148; 1589; Multaqā al-abḥur; none
PPN730575861; 1700; Kitāb aš-Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN731475755; 1342; al- Muntaḫab min Kitāb Ḥilyat as-sarīyīn min ḫauwāṣṣ ad-Dunaysarīyīn; none
PPN731525744; 1605; Šāhnāma; none
PPN731526201; 16XX; Baḥrīye; none
PPN731526392; 17XX; Šāhnāma; none
PPN731527143; 16XX [17. Jahrhundert]; Dīwān; none
PPN731527356; 15XX; Šāhnāma; none
PPN731636724; 1882; Geschichte der zehn Vezire; none
PPN731637348; 1881; Buch Esther übersetzt durch Jeremias Schamir in den Dialekt von Alkosch; none
PPN731639448; 1881; Sammelhandschrift - Arabisch und Syrisch; none
PPN731643194; 1883; Übersetzung der Gedichte Dûrikjâthâ; none
PPN731644239; 1880; 17 Anekdoten im Syrischen Dialekt von Alḳosch; none
PPN731644689; 1881; Apostelgeschichte Kap. 1-10, übersetzt durch Jeremias Schamir (in den Dialekt von Alḳôsch); none
PPN731649656; 1881; Die ersten zehn Kapitel der Genesis, übersetzt durch Jeremias Schamir in den Dialekt von ʿAnkâwâ nach der Peschitṭâ; none
PPN73165059X; 1881; Psalmen 1-20, übersetzt durch Jeremias Schamir in den Dialekt von ʿAnkâwâ; none
PPN731650980; 1860; Qiṣṣa ʿašar wuzarāʾ; none
PPN731651669; 1882; Sammlung längerer Gedichte, sogenannter Dûrikjâthâ im Dialekt von Alḳosch, von verschiedenen Dichtern aus dem Ende des 16. und aus dem 17. Jahrhundert; none
PPN732444322; 1600; Mathematisches Werk; none
PPN732603900; 1612; Nafāʾis al-funūn fī ʿarāʾis al-ʿuyūn; none
PPN732608295; 1252; Kitāb al-Burhān fī ʿilm al-bayān; none
PPN732705797; 1676; Multaqā al-abḥur; none
PPN732706149; 1600; Multaqā al-abḥur; none
PPN732706629; 1700; Multaqā al-abḥur; none
PPN73270684X; 1700; Multaqā al-abḥur; none
PPN732707242; 1709; Multaqā al-abḥur; none
PPN732707358; 1705; Multaqā al-abḥur; none
PPN732707749; 1700; Multaqā al-abḥur; none
PPN732708524; 1700; Kitāb aš-Šifāʾ bi-taʿrīf ḥuqūq al-Muṣṭafā; none
PPN732711304; 1734; [Sūryacandragrahaṇagaṇanā]; none
PPN732711908; 1800; Candrārkī; none
PPN732712270; 1854; Candrārkī; Strophe 1-34; none
PPN732712890; 1788; Bulūġ an-nail fī maʿrifat al-ḫail; none
PPN732714419; 1562; Ṯabt al-Mutawakkil ʿalā ‚Llāh Šaraf-ad-Dīn Yaḥyā Ibn-Šams-ad-Dīn Ibn-al-Mahdī-li-Dīn-Allāh Aḥmad Ibn-Yaḥyā Ibn-al-Murtaḍā al-Ḥasanī; none
PPN73271463X; 1833; Kitāb al-Musalsal; none
PPN732722934; 1200; Kitāb aš-Šifāʾ; none
PPN732722985; 1400; Arabische Sammelhandschrift; none
PPN732723078; 1308; al-Muqaddima al-Kāfīya fī 'n-Naḥw; none
PPN732723256; 1700; Arabische Sammelhandschrift; none
PPN732723523; 1721; Arabische Sammelhandschrift; none
PPN732723566; 1645; Verzeichnis von Hadithgelehrten (Fragment); none
PPN732723604; 1414; Šarḥ al-Kāfīya; none
PPN732723639; 1406; ad-Dāmiġ li-l-bāṭil min maḏāhib al-ḥanābil; none
PPN732723744; 1650; Kitāb al-Fuṣūl fī uṣūl al-fiqh; none
PPN732723817; 1600; Arabische Sammelhandschrift; none
PPN732724007; 1438; Kitāb az-Zuhūr ʿalā Kitāb al-Lumaʿ; none
PPN732724082; 1600; Arabische Sammelhandschrift; none
PPN732724376; 1602; Šarḥ al-Kāfīya li-l-Hindī; none
PPN732724465; 1300; Arabische Sammelhandschrift; none
PPN732724791; 1390; Arabische Sammelhandschrift; none
PPN732724910; 1300; Arabische Sammelhandschrift; none
PPN732724945; 1432; Arabische Sammelhandschrift; none
PPN732725097; 1600; al-Ǧauhara al-muḍīya fī tārīḫ al-ḫilāfa al-Mu'aiyadīya; none
PPN732725240; 1737; Arabische Sammelhandschrift; none
PPN732725364; 1700; Arabische Sammelhandschrift; none
PPN732725526; 1700; Salwat ar-rāġib wa-kifāyat aṭ-ṭālib min riwāyat ʿAlī Ibn-Abī-Ṭālib; none
PPN732725585; 1600; Arabische Sammelhandschrift; none
PPN73272564X; 1400; Arabische Sammelhandschrift; none
PPN732725674; 1400; Arabische Sammelhandschrift; none
PPN732725747; 1700; ar-Risāla aš-šihābīya fī 'ṣ-ṣināʿa aṭ-ṭibbīya; none
PPN732725798; 1600; Arabische Sammelhandschrift; none
PPN732725887; 1709; Kitāb Nasamat as-saḥr bi-ḏikr man tašaiyiʿ wa-šaʿar; none
PPN73272595X; 1376; Kitāb at-Tanbīh fī 'l-fiqh ʿalā maḏhab aš-Šāfiʿī; none
PPN732726476; 1800; Arabische Sammelhandschrift; none
PPN732726514; 1700; Kitāb Salwat al-kaʾīb wa-tuḥfat al-adīb; none
PPN73326705X; 1600; Arabische Sammelhandschrift; none
PPN73326753X; 1642; aṯ- Ṯamarāt al-yāniʿa wa-l-aḥkām al-wāḍiḥa al-qāṭiʿa al-muqtaṭafa min āyāt at-tanzīl; none
PPN733267882; 1484; Ḥāšīyat Šarḥ al-ʿAqāʾid; none
PPN733268080; 1600; Arabische Sammelhandschrift; none
PPN733268269; 1500; Arabische Sammelhandschrift; none
PPN733268366; 1600; Arabische Sammelhandschrift; none
PPN733269176; 1690; Dīwān; none
PPN73326963X; 1657; Kitāb az-Zuhra al-muḍīya wa-z-zahra ar-rauḍīya fī naẓm masāʾil at-Taḏkira al-fiqhīya; none
PPN733270166; 1791; Ḥāšīyat aš-Šarīf ʿalā-l-Ḫubaiṣī; none
PPN733270700; 1297; Kitāb al-Wāfī fī ʿilm al-farāʾiḍ wa-l-adilla ʿalaihā wa-aqwāl al-muḫālifīn wa-l-ḥuğğa ʿalaihā; none
PPN733271049; 1500; Ḥāšīyat al-Fuṣūl li-Ṣārim-ad-Dīn Ibn-al-Wazīr; none
PPN733451209; 1381; Kitāb at-Tibyān; none
PPN733451721; 1600; Tanqīḥ al-qulūb wa-l-abṣār ilā kaifīya iqtiṭāf Aṯmār al-Azhār; none
PPN733452191; 1600; K. al-Ġuṣūn al-maiyāsa at-tābiʿa bi-adillat aḥkām as-siyāsa; none
PPN733452655; 1647; Arabische Sammelhandschrift; none
PPN733453074; 1650; al-Fawāʾid aḍ-ḍiyā'īya bi-šarḥ al-Kāfīya; none
PPN733453848; 1600; az-Zahr fī ġayāhib ad-daiğūrī Dīwān Abī-Mūsā al-Ḥabūrī; none
PPN733454194; 1700; Kitāb ad-Durr an-nāẓim fī qirāʾat ʿĀṣim; none
